nombre_programa,codigo_pto,departamento,fecha_muestra,fecha_hora,id_muestra,clorofila_a_mg_l,feofitina_a_mg_l,alc_t_mg_ca_co3_l,conduc_m_s_cm,od_mg_l,p_h_sin_unid,sat_o2_percent,ssf_mg_l,sst_mg_l,ssv_mg_l,t_º_c,transparencia_cm,as_mg_l,cd_mg_l,ca_mg_l,cr_mg_l,fe_mg_l,mg_mg_l,hg_mg_l,ni_mg_l,pb_mg_l,k_mg_l,na_mg_l,zn_mg_l,n_amoniacal_mg_nh4_n_l,cn_total_mg_l,po4_mg_po4_p_l,pt_mg_p_l,no3_mg_no3_n_l,no2_mg_no2_n_l,nt_mg_n_l,termo_tmf_ufc_100ml,aox_mg_l,glifosato_mg_l,aldrin_mg_l,p_p_ddd_mg_l,p_p_dde_mg_l,p_p_ddt_mg_l,dieldrin_mg_l,endosulfan_alfa_mg_l,endosulfan_beta_mg_l,endosulfansulfato_mg_l,heptacloro_mg_l,lindano_mg_l,metoxicloro_mg_l,atrazina_mg_l,dbo5_mg_o2_l,sustfenolicas_mg_l,ampa_mg_l,st_mg_l,stf_mg_l,stv_mg_l,color_unidad_de_color,turbidez_ntu,cu_mg_l,se_mg_l,so4_mg_l,si_o2_mg_si_o2_l,colif_tmf_ufc_100ml,enteroc_sd_nmp_100m_l,ecoli_mf_ufc_100ml,pc_btotales_ng_l,toc_mg_l,dqo_mg_o2_l,ay_g_mg_l,dureza_t_mg_ca_co3_l,al_mg_l,s2_mg_l,heptacloroepoxido_mg_l,sd_mg_l,sdv_mg_l,pcb105_ng_l,pcb114_ng_l,pcb118_ng_l,pcb123_ng_l,pcb126_ng_l,pcb156_ng_l,pcb157_ng_l,pcb167_ng_l,pcb169_ng_l,pcb189_ng_l,pcb77_ng_l,pcb81_ng_l,b_mg_l,cl_mg_l,fenantreno_mg_l,fluoranteno_mg_l,fluoreno_mg_l,naftaleno_mg_l,pireno_mg_l,dibenzo_a_h_antraceno_mg_l,criseno_mg_l,benzo_a_antraceno_mg_l,benzo_a_pireno_mg_l,benzo_b_j_fluoranteno_mg_l,benzo_k_fluoranteno_mg_l,benzo_ghi_perileno_mg_l,acenafteno_mg_l,acenaftileno_mg_l,antraceno_mg_l,indeno_1_2_3_cd_pyreno_mg_l,deterg318_mg_l,ecoli_sd_nmp_100m_l
Rio Uruguay,RU6,RÍO NEGRO,2018-09-04,2018-09-04 10:45:00,3291913,NA,NA,44,85.4,9.45,7.13,90.7,7,8,NA,14,40,NA,NA,11,NA,1.7,2.3,NA,NA,NA,1.9,4.4,NA,0.057,NA,97,100,0.54,0.011,1.07,250,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,110,75,38,100,29.9,NA,NA,2059,22,730,46,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330
Rio Uruguay,RU12,RÍO NEGRO,2018-09-05,2018-09-05 09:35:00,3291919,NA,NA,41,78.2,9.85,7.14,95.6,20,24,NA,14.2,40,NA,NA,10,NA,2.7,1.3,NA,NA,NA,1.6,3.4,NA,0.045,NA,50,88,0.53,0.012,1.03,340,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,130,85,42,130,57.8,NA,NA,2109,21,2100,35,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520
Rio Uruguay,RU7,RÍO NEGRO,2018-09-04,2018-09-04 11:00:00,3291914,NA,NA,43,84.2,9.8,7.09,95.3,14,17,NA,14.2,NA,NA,NA,12,NA,2.3,2.5,NA,NA,NA,1.8,4.6,NA,0.048,NA,18,130,0.58,0.012,1.12,440,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,120,79,40,100,32.7,NA,NA,1972,19,2200,58,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650
Rio Uruguay,RU14,RÍO NEGRO,2018-09-05,2018-09-05 10:47:00,3291921,NA,NA,46,91.1,9.87,7.09,96.2,11,13,NA,14.3,35,NA,NA,12,NA,1.9,1.4,NA,NA,NA,1.9,4.8,NA,0.069,NA,72,110,0.63,0.012,1.07,1400,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,120,78,38,100,33.6,NA,NA,2898,23,12000,100,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660
Rio Uruguay,RU16,RÍO NEGRO,2018-09-05,2018-09-05 11:00:00,3291923,NA,NA,46,92.3,10.39,7.34,102.2,NA,NA,NA,14.5,40,NA,NA,11,NA,1.5,1.4,NA,NA,NA,1.4,4,NA,0.075,NA,57,97,0.63,0.013,1.06,380,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,65,38,100,25.5,NA,NA,2775,16,4300,74,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710
Rio Uruguay,RU13,RÍO NEGRO,2018-09-05,2018-09-05 09:45:00,3291920,NA,NA,46,91.7,9.71,7.19,94.2,11,13,NA,14.3,28,NA,NA,12,NA,1.8,1.5,NA,NA,NA,1.8,4.8,NA,0.11,NA,34,99,0.61,0.014,1.1,7500,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,110,74,40,100,42.1,NA,NA,2843,23,67000,880,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7100
Rio Uruguay,RU4,RÍO NEGRO,2018-09-04,2018-09-04 10:30:00,3291911,2.3,NA,33,67,8.13,6.81,76.9,NA,NA,NA,13.2,75,NA,NA,7.5,NA,1.4,2.2,NA,NA,NA,1.9,4,NA,0.016,NA,21,66,0.35,0.008,0.8,75,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,53,35,100,18.2,NA,NA,2.12,22,500,28,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
Rio Uruguay,RU1,RÍO NEGRO,2018-09-04,2018-09-04 09:45:00,3291908,NA,NA,43,83.8,10.18,6.7,97.8,17,20,NA,14,40,NA,NA,11,NA,2.6,2.5,NA,NA,NA,1.6,3.5,NA,0.057,NA,57,110,0.57,0.013,1.15,620,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,74,40,100,41.8,NA,NA,1886,24,3000,100,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770
Rio Uruguay,RU9,RÍO NEGRO,2018-09-05,2018-09-05 08:50:00,3291916,NA,NA,62,120.6,10.3,7.37,99.9,NA,5,NA,14.7,45,NA,NA,18,NA,1.5,2,NA,NA,NA,1.8,7.2,NA,0.064,NA,52,99,0.72,0.011,1.12,91,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,85,40,100,25.2,NA,NA,3662,22,550,24,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96
Rio Uruguay,RU5,RÍO NEGRO,2018-09-04,2018-09-04 10:40:00,3291912,NA,NA,41,82.5,10.18,7.05,98.4,15,18,NA,14,NA,NA,NA,11,NA,2.1,2.3,NA,NA,NA,1.6,3.7,NA,0.052,NA,48,96,0.59,0.012,1.1,510,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,120,81,42,100,34.3,NA,NA,1973,20,2300,140,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980
Rio Cuareim,RC40,ARTIGAS,2010-07-27,2010-07-27 00:00:00,3271891,NA,5,12,25.1,8.36,6.31,80.4,8,20,12,13.1,NA,NA,NA,2.9,0.0053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,0.233,NA,0.49,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,60,120,NA,65,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,10.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC60,ARTIGAS,2011-12-20,2011-12-20 00:00:00,3271914,3.1,NA,130,237.4,5.6,8.31,69.2,NA,NA,NA,26.8,NA,NA,NA,27,NA,NA,12,NA,NA,NA,1.7,12,NA,0.15,NA,35.2,231,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,159,NA,NA,2.4,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,11.6,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RCYU80,ARTIGAS,2015-09-22,2015-09-22 12:00:00,3272034,0.2,3.8,120,101.5,7.82,7.45,86.3,27,35,NA,19.5,NA,NA,NA,29,NA,NA,11,NA,NA,NA,2.6,8.2,NA,0.033,NA,0.004,12,0.28,0.009,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,117.711,0.84,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC40,ARTIGAS,2013-03-13,2013-03-13 00:00:00,3271948,0.8,2,17.3,40.1,5.64,6.63,65.7,71,97,26,22.4,NA,NA,NA,3.9,NA,NA,1.2,NA,NA,NA,1.2,1.5,NA,NA,NA,64,853,0.12,NA,0.8,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5,80.5,9,NA,120,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,14.6,2.3,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC35,ARTIGAS,2011-06-22,2011-06-22 00:00:00,3271908,0.1,NA,27,61.5,8.2,6.81,85.2,51,95,44,16.9,NA,NA,NA,4.1,NA,NA,1.6,NA,NA,NA,1.4,3,NA,NA,NA,142,346,NA,NA,0.87,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,130,170,NA,95,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,16.8,3.6,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC10,ARTIGAS,2014-09-17,2014-09-17 00:00:00,3271987,0.7,0.5,22,37.3,8.73,7.52,91.3,NA,NA,NA,16.6,NA,NA,NA,4.5,NA,NA,1.4,NA,NA,NA,NA,2.8,NA,NA,NA,NA,74,0.14,NA,0.59,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,17,1.7,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC35,ARTIGAS,2010-07-28,2010-07-28 00:00:00,3271894,NA,NA,16,38.8,8.12,7.01,74.4,27,31,NA,10.9,NA,NA,NA,4.5,0.003,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0.289,NA,0.62,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,81,79,NA,55,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,17.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC20,ARTIGAS,2010-07-28,2010-07-28 00:00:00,3271893,0.1,NA,21,42.4,7.78,7.05,71.4,11,15,NA,11.2,NA,NA,NA,4.5,0.002,NA,1.6,NA,NA,NA,NA,1.1,NA,NA,NA,NA,57,0.287,NA,0.62,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,80,110,NA,55,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,17.8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC20,ARTIGAS,2013-03-12,2013-03-12 00:00:00,3271946,0.6,1.5,21.2,47.6,6.58,6.96,76.2,161,192,31,22.9,NA,NA,NA,5,NA,NA,1.6,NA,NA,NA,1,2.2,NA,0.016,NA,192,106,0.18,NA,0.64,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,212,66,NA,200,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,19,2.6,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC35,ARTIGAS,2010-05-26,2010-05-26 00:00:00,3271888,0.5,NA,21,37.1,6.2,6.65,65,73,91,18,17,NA,NA,NA,5,NA,NA,1.9,NA,NA,NA,1.7,2.6,NA,NA,NA,NA,37,0.07,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,50,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,20.3,6.6,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC10,ARTIGAS,2012-10-25,2012-10-25 00:00:00,3271933,2.8,0.4,27,56.7,5.23,6.79,57.7,NA,6,NA,19.6,NA,NA,NA,4.9,NA,NA,2,NA,NA,NA,3,2.7,0.0041,NA,NA,NA,NA,0.22,NA,0.48,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,110,20,NA,15,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20.4,2.2,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC10,ARTIGAS,2012-12-19,2012-12-19 12:00:00,3271939,1.2,1.8,29,70.5,4.68,6.84,57.4,NA,4,NA,25.4,NA,NA,NA,5.3,NA,NA,1.9,NA,NA,NA,5.3,4.5,NA,0.04,NA,NA,NA,0.11,NA,0.39,420,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,71,11,NA,6.8,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,21,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC10,ARTIGAS,2014-03-13,2014-03-13 00:00:00,3271963,1.5,9.3,28,58.2,6.75,7.5,80.8,NA,NA,NA,25.1,NA,NA,NA,5.8,NA,NA,1.6,NA,NA,NA,NA,3.3,5.8,0.048,NA,18,57,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,21,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC20,ARTIGAS,2010-05-26,2010-05-26 00:00:00,3271887,3.8,NA,22,38.1,6.5,6.63,68.1,41,50,9,16.7,NA,NA,NA,5.2,NA,NA,2.1,NA,NA,NA,1.8,2.8,NA,NA,NA,NA,109,0.089,NA,NA,3300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,55,75,NA,37,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,21.6,6.3,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC60,ARTIGAS,2010-07-27,2010-07-27 00:00:00,3271892,1,NA,25,49.7,8.56,7.39,76.3,64,85,21,10.3,NA,NA,NA,6,0.007,NA,1.9,NA,NA,NA,NA,1.6,NA,NA,NA,NA,158,0.278,NA,0.71,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,130,90,NA,90,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,22.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC20,ARTIGAS,2011-06-22,2011-06-22 00:00:00,3271907,1.5,NA,25,59.2,8.22,6.24,84.9,70,110,40,15.9,NA,NA,NA,5.7,NA,NA,2.1,NA,NA,NA,1.3,3,NA,0.023,NA,133,317,NA,NA,1.07,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,130,80,NA,85,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,22.8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC50,ARTIGAS,2012-10-23,2012-10-23 00:00:00,3271937,1.3,2.1,28,64.4,6,5.92,67.9,40,49,9.3,21.1,NA,NA,NA,6.2,NA,NA,2.2,NA,NA,NA,4.4,2,0.008,NA,NA,21,67,0.19,0.006,0.89,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,55,76,NA,55,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,24.5,6.2,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC10,ARTIGAS,2014-05-14,2014-05-14 00:00:00,3271971,0.3,0.7,30,58.6,8.27,7.82,88.2,NA,NA,NA,18.4,NA,NA,NA,7,NA,NA,1.8,NA,NA,NA,NA,3.7,NA,0.052,NA,NA,55,NA,NA,0.48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,24.8,0.26,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC35,ARTIGAS,2013-03-12,2013-03-12 00:00:00,3271947,0.8,1.5,29.6,65.3,5.7,7.21,65.2,39.5,49.5,10,24.2,NA,NA,NA,6.5,NA,NA,2.2,NA,NA,NA,1.3,3.2,NA,0.016,NA,231,885,0.18,NA,0.72,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,78,52,NA,75,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,25.2,2.7,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC40,ARTIGAS,2010-05-25,2010-05-25 00:00:00,3271889,3.9,5.1,27,53.2,7.44,6.82,78.5,48,65,17,17.7,NA,NA,NA,6.6,NA,NA,2.2,NA,NA,NA,1.6,3.3,NA,0.021,NA,422,161,0.16,0.009,NA,5300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,110,50,NA,50,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,25.5,8.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC60,ARTIGAS,2013-03-13,2013-03-13 00:00:00,3271950,0.5,2.6,27.7,55.8,4.81,6.7,55.2,31,53,22,22,NA,NA,NA,6.8,NA,NA,2.2,NA,NA,NA,1.2,3.2,NA,NA,NA,707,76,0.084,NA,0.72,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,24,40,NA,60,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,26,1.7,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC10,ARTIGAS,2014-11-12,2014-11-12 00:00:00,3271995,0.1,2.3,33,63.7,7.52,7.43,91.1,NA,15,NA,24.2,NA,NA,NA,7.1,NA,NA,2.1,NA,NA,NA,1,3,NA,NA,NA,63,448,0.059,NA,0.64,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,26.3,0.42,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC35,ARTIGAS,2014-09-17,2014-09-17 00:00:00,3271989,NA,1.2,31,51.5,8.72,7.65,93.7,24,26,NA,17.9,NA,NA,NA,6.8,NA,NA,2.3,NA,NA,NA,NA,2.9,NA,NA,NA,37,93,0.11,NA,0.65,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,26.4,0.54,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC40,ARTIGAS,2012-10-24,2012-10-24 00:00:00,3271936,1.5,1.6,32,77,5.67,6.89,64.4,34,40,6.4,21.6,NA,NA,NA,6.6,NA,NA,2.5,NA,NA,NA,5.2,2.8,0.011,0.018,NA,NA,71,0.25,0.008,0.92,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,69,67,NA,55,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,26.7,6.1,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Cuareim,RC20,ARTIGAS,2014-09-17,2014-09-17 00:00:00,3271988,0.4,0.3,29,50.3,8.82,7.33,93.9,13,13,NA,17.5,NA,NA,NA,6.8,NA,NA,2.4,NA,NA,NA,NA,2.8,NA,NA,NA,NA,92,0.1,NA,0.59,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,26.8,1.2,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
